latitude,longitude,incomegroup,private01,Number of Student
-23.5612163,-46.722557,Upper middle income,1.0,14070.0
-23.5623507,-46.6824083,Upper middle income,1.0,29708.0
-23.5630283,-46.646447,Upper middle income,1.0,34381.0
-23.5647724,-51.4396246,Upper middle income,1.0,25071.0
-23.5654189,-46.6512171,Upper middle income,1.0,37359.0
-23.5676813,-46.6441015,Upper middle income,1.0,22113.0
-23.567754,-46.7187768,Upper middle income,0.0,55742.0
-23.5688619,-46.6464484,Upper middle income,1.0,18487.0
-23.572941,-46.651358,Upper middle income,1.0,11377.0
-23.5792238,-46.670689,Upper middle income,1.0,23898.0
-23.5841027,-46.5810573,Upper middle income,1.0,142120.0
-23.5859401,-46.9247352,Upper middle income,1.0,16347.0
-23.5876609,-46.6382083,Upper middle income,1.0,22114.0
-23.5898948,-46.6399589,Upper middle income,1.0,51810.0
-23.5913665,-46.6451709,Upper middle income,1.0,18476.0
-23.5971341,-51.6496593,Upper middle income,1.0,35562.0
-23.5973272,-46.6093704,Upper middle income,1.0,70615.0
-23.5986013,-46.6764586,Upper middle income,1.0,23575.0
-23.6093188,-46.5736873,Upper middle income,0.0,57085.0
-23.6123135,-46.5698078,Upper middle income,1.0,35562.0
-23.615213,-46.5708739,Upper middle income,1.0,25071.0
-23.6164434,-48.059907,Upper middle income,1.0,16348.0
-23.6431146,-46.5372843,Upper middle income,1.0,16345.0
-23.644231,-46.5285065,Upper middle income,0.0,52564.0
-23.6532228,-46.5757334,Upper middle income,1.0,152299.0
-23.6599872,-46.5246532,Upper middle income,1.0,33261.0
-23.6610519,-46.5566194,Upper middle income,1.0,35438.0
-23.6639401,-46.6768469,Upper middle income,1.0,70563.0
-23.6691073,-70.4053939,High income,0.0,41091.0
-23.669598,-46.6994908,Upper middle income,1.0,37406.0
-23.677263,-46.445211,Upper middle income,1.0,23821.0
-23.6890299,-46.5579465,Upper middle income,0.0,58262.0
-23.6956191,-46.5469041,Upper middle income,1.0,37190.0
-23.7126662,-47.4207321,Upper middle income,1.0,14073.0
-23.713022,-46.5479549,Upper middle income,1.0,34530.0
-23.7242412,-46.5793979,Upper middle income,1.0,34454.0
-23.7774874,-46.5310885,Upper middle income,1.0,25076.0
-23.830189,-50.2035188,Upper middle income,1.0,25066.0
-23.9572143,-46.3233871,Upper middle income,1.0,52218.0
-23.9601702,-46.3228938,Upper middle income,1.0,13539.0
-23.9631755,-46.3252649,Upper middle income,1.0,35562.0
-23.9633391,-46.3217163,Upper middle income,1.0,16348.0
-23.963992,-46.321454,Upper middle income,1.0,107709.0
-23.9667831,-46.2807361,Upper middle income,1.0,25071.0
-23.99304,-46.2537494,Upper middle income,1.0,34492.0
-24.1792858,-65.3246648,Upper middle income,0.0,65748.0
-24.1816455,-53.0163288,Upper middle income,1.0,17019.0
-24.1849134,-65.3027374,Upper middle income,1.0,24845.0
-24.2871754,-53.842546,Upper middle income,1.0,22113.0
-24.558994,-54.0552117,Upper middle income,1.0,17018.0
-24.5912665,25.9379197,Upper middle income,0.0,4807.0
-24.6049308,25.9217185,Upper middle income,1.0,3859.0
-24.6251838,25.9216511,Upper middle income,1.0,3639.0
-24.626106,25.8831748,Upper middle income,1.0,5915.0
-24.630075,25.8973328,Upper middle income,1.0,4627.0
-24.6323508,25.8752489,Upper middle income,1.0,3959.0
-24.6593408,25.9326592,Upper middle income,0.0,82539.0
-24.6597843,25.9132117,Upper middle income,1.0,3261.0
-24.6719899,25.9263475,Upper middle income,1.0,7178.0
-24.6809376,25.9270841,Upper middle income,1.0,12517.0
-24.6847395,25.8778667,Upper middle income,1.0,13470.0
-24.6872399,25.978225,Upper middle income,1.0,3856.0
-24.7280425,-65.4093198,Upper middle income,0.0,128045.0
-24.7399601,-65.3918447,Upper middle income,1.0,95077.0
-24.9872873,-53.4498747,Upper middle income,0.0,46269.0
-24.9872873,-53.4498747,Upper middle income,1.0,27586.0
-25.0863494,-50.1612625,Upper middle income,0.0,82714.0
-25.377819,-49.230539,Upper middle income,1.0,25066.0
-25.4250513,-49.2630918,Upper middle income,1.0,34418.0
-25.4269081,-49.2617658,Upper middle income,0.0,253862.0
-25.4314093,-49.277529,Upper middle income,1.0,31595.0
-25.4343059,-49.2601066,Upper middle income,1.0,29780.0
-25.4354197,-49.3058073,Upper middle income,1.0,3837.0
-25.4383044,-49.2730737,Upper middle income,1.0,29726.0
-25.4391353,-49.269632,Upper middle income,0.0,112669.0
-25.4518669,-49.2511097,Upper middle income,1.0,149654.0
-25.4560393,-49.3162359,Upper middle income,1.0,25071.0
-25.4766986,-49.3025632,Upper middle income,1.0,22113.0
-25.4832726,-49.2564632,Upper middle income,1.0,14070.0
-25.4957399,-49.302682,Upper middle income,1.0,27619.0
-25.5079695,-49.2524279,Upper middle income,1.0,22113.0
-25.5110857,-49.3272712,Upper middle income,1.0,22113.0
-25.5136068,-48.5069651,Upper middle income,1.0,16345.0
-25.5143924,-54.5752018,Upper middle income,1.0,27609.0
-25.5169657,-49.2906863,Upper middle income,1.0,35967.0
-25.5404217,-49.2026802,Upper middle income,1.0,18482.0
-25.7545492,28.2314476,Upper middle income,0.0,350084.0
-25.7676604,28.1992624,Upper middle income,0.0,1729955.0
-25.8278213,25.6079121,Upper middle income,0.0,162822.0
-26.0207234,28.1336533,Upper middle income,1.0,19722.0
-26.037359,28.0566624,Upper middle income,1.0,18144.0
-26.0633807,27.8312724,Upper middle income,1.0,16278.0
-26.0970411,28.1640655,Upper middle income,1.0,13753.0
-26.114664,28.0572414,Upper middle income,1.0,19743.0
-26.139678,28.005411,Upper middle income,1.0,18723.0
-26.1465,28.01166,Upper middle income,1.0,19743.0
-26.1922042,-58.2002557,Upper middle income,0.0,70280.0
-26.1928836,28.0304733,Upper middle income,0.0,245160.0
-26.2517156,-48.8544997,Upper middle income,1.0,25066.0
-26.2599342,-48.8532363,Upper middle income,1.0,22113.0
-26.2739292,-48.8272787,Upper middle income,1.0,22114.0
-26.2963429,-48.8535323,Upper middle income,1.0,35479.0
-26.2990091,-48.8467303,Upper middle income,1.0,18319.0
-26.3089221,-48.8475564,Upper middle income,1.0,34454.0
-26.3102091,31.1217453,Lower middle income,0.0,4072.0
-26.4056148,-52.3542404,Upper middle income,1.0,22113.0
-26.4673102,-49.113708,Upper middle income,1.0,32560.0
-26.468792,-49.1130006,Upper middle income,1.0,18476.0
-26.4790864,31.3068429,Lower middle income,1.0,28830.0
-26.4869444,31.3738136,Lower middle income,0.0,8316.0
-26.4985562,31.36458,Lower middle income,1.0,4780.0
-26.6858865,27.0943521,Upper middle income,0.0,53745.0
-26.710505,27.862479,Upper middle income,0.0,116595.0
-26.7169935,153.0658032,High income,0.0,38554.0
-26.726469,27.8797512,Upper middle income,0.0,224108.0
-26.8016559,-60.4470559,Upper middle income,0.0,5534.0
-26.829749,-65.2034751,Upper middle income,1.0,7580.0
-26.8328538,-65.2053298,Upper middle income,1.0,38365.0
-26.8363941,-65.2111515,Upper middle income,0.0,418392.0
-26.9057073,-49.0790221,Upper middle income,1.0,85961.0
-26.9065633,-49.0755163,Upper middle income,1.0,22113.0
-26.9077138,-48.6683231,Upper middle income,1.0,16345.0
-26.9153182,-49.0642112,Upper middle income,1.0,22113.0
-26.9185798,-49.0667704,Upper middle income,1.0,17019.0
-26.9266554,-49.0642541,Upper middle income,1.0,16345.0
-26.9266557,-49.0640946,Upper middle income,1.0,25076.0
-26.994729,-48.6487541,Upper middle income,1.0,19209.0
-27.093903,-52.666473,Upper middle income,1.0,22113.0
-27.3568459,-70.3526764,High income,0.0,30405.0
-27.3714132,-55.8955549,Upper middle income,1.0,13314.0
-27.3780232,153.0888676,High income,0.0,88286.0
-27.4345919,-55.8877937,Upper middle income,0.0,83197.0
-27.4640667,-58.8395797,Upper middle income,0.0,370411.0
-27.4640667,-58.8395797,Upper middle income,1.0,7582.0
-27.4752595,-58.8526136,Upper middle income,1.0,7597.0
-27.477617,153.0302635,High income,0.0,260205.0
-27.4975028,153.0136905,High income,0.0,358853.0
-27.500146,-48.514595,Upper middle income,1.0,25066.0
-27.531949,153.115656,High income,1.0,14070.0
-27.5480284,-48.4980229,Upper middle income,1.0,25076.0
-27.5629978,-48.6166691,Upper middle income,1.0,16347.0
-27.5942369,-48.5431402,Upper middle income,0.0,38063.0
-27.5952329,-48.615714,Upper middle income,0.0,37115.0
-27.5999666,-48.5194152,Upper middle income,0.0,220903.0
-27.6001522,-48.5724509,Upper middle income,0.0,40322.0
-27.602411,151.9312604,High income,0.0,162637.0
-27.603725,-48.5465508,Upper middle income,1.0,22113.0
-27.6209098,-54.3115092,Upper middle income,1.0,22113.0
-27.6356315,-48.6539764,Upper middle income,0.0,37115.0
-27.6357148,-52.2732399,Upper middle income,1.0,22113.0
-27.6483905,-52.2677053,Upper middle income,1.0,86339.0
-27.7896781,-64.2417408,Upper middle income,1.0,66957.0
-27.8015324,-64.2512233,Upper middle income,0.0,63317.0
-27.871628,-54.4755863,Upper middle income,1.0,37266.0
-27.9617629,153.3805981,High income,0.0,212133.0
-28.0730934,153.4166377,High income,1.0,20908.0
-28.2651979,-52.3966905,Upper middle income,1.0,21554.0
-28.4590057,-65.7832134,Upper middle income,0.0,87068.0
-28.4682588,-48.9994833,Upper middle income,1.0,17019.0
-28.4855778,28.8248215,Upper middle income,0.0,95346.0
-28.70257,-49.405504,Upper middle income,1.0,22113.0
-28.7575813,32.0496905,Upper middle income,0.0,83837.0
-28.8193845,153.2994738,High income,0.0,103454.0
-29.1075973,26.1924506,Upper middle income,0.0,178441.0
-29.1216589,26.2128304,Upper middle income,0.0,69073.0
-29.1565669,-67.4708345,Upper middle income,0.0,3573.0
-29.1637544,-51.522695,Upper middle income,0.0,37827.0
-29.1650163,-51.5263921,Upper middle income,1.0,25076.0
-29.168918,-51.177629,Upper middle income,1.0,22113.0
-29.2260215,-51.3518066,Upper middle income,1.0,3244.0
-29.4299009,-66.8687706,Upper middle income,0.0,83710.0
-29.5014487,-51.9656998,Upper middle income,1.0,18467.0
-29.6092113,-51.1606825,Upper middle income,1.0,16348.0
-29.6391269,-50.7869701,Upper middle income,1.0,22113.0
-29.6628672,-51.118253,Upper middle income,1.0,156517.0
-29.668795,-51.112067,Upper middle income,1.0,18471.0
-29.6908255,-53.8020628,Upper middle income,1.0,25076.0
-29.7083333,-53.7805556,Upper middle income,0.0,22238.0
-29.7215493,-53.7183707,Upper middle income,0.0,136739.0
-29.8431305,31.0008171,Upper middle income,1.0,22168.0
-29.8601289,31.028083,Upper middle income,1.0,16277.0
-29.860141,31.028585,Upper middle income,1.0,18024.0
-29.8870176,-50.2720536,Upper middle income,1.0,29763.0
-29.8896261,-51.1534118,Upper middle income,1.0,235114.0
-29.9089101,-71.246432,High income,0.0,49928.0
-29.9371642,-50.9948714,Upper middle income,1.0,22113.0
-29.9698019,30.9133077,Upper middle income,0.0,55007.0
-29.98081,-51.11571,Upper middle income,1.0,40581.0
-3.0060741,120.1979444,Upper middle income,1.0,5731.0
-3.01127,120.194074,Upper middle income,1.0,6175.0
-3.0160401,114.3825835,Upper middle income,1.0,1374.0
-3.0174495,120.2078568,Upper middle income,1.0,10398.0
-3.0582191,-60.0068951,Upper middle income,1.0,29872.0
-3.0708311,-59.9370332,Upper middle income,1.0,14616.0
-3.0772907,-59.9524539,Upper middle income,1.0,25066.0
-3.1002387,-59.9765537,Upper middle income,0.0,140411.0
-3.1238011,-51.7793835,Upper middle income,1.0,13862.0
-3.1342618,-60.0128036,Upper middle income,0.0,22231.0
-3.1365614,-59.9835662,Upper middle income,1.0,25076.0
-3.1370715,-60.0210321,Upper middle income,1.0,19971.0
-3.2412751,37.3269402,Lower middle income,0.0,10276.0
-3.2454685,-79.9650827,Upper middle income,0.0,63864.0
-3.2688021,102.9176485,Upper middle income,1.0,7357.0
-3.2747703,127.1050706,Upper middle income,1.0,5732.0
-3.2894872,114.5949464,Upper middle income,1.0,29328.0
-3.2977407,102.8629491,Upper middle income,1.0,261.0
-3.2978639,114.5855295,Upper middle income,0.0,104871.0
-3.2999989,36.6336062,Lower middle income,1.0,5925.0
-3.3011223,114.5891967,Upper middle income,1.0,5205.0
-3.3078079,114.5900527,Upper middle income,1.0,1829.0
-3.319245,114.5871036,Upper middle income,1.0,6456.0
-3.3232809,114.605511,Upper middle income,1.0,2128.0
-3.3266376,36.8822442,Lower middle income,1.0,5009.0
-3.3382244,-79.1712532,Upper middle income,1.0,35595.0
-3.3452032,114.6304357,Upper middle income,1.0,8903.0
-3.3453751,114.6225444,Upper middle income,1.0,23563.0
-3.3575351,29.3810644,Low income,1.0,10673.0
-3.371788,36.8289451,Lower middle income,1.0,4003.0
-3.3749153,29.3968703,Low income,1.0,6614.0
-3.3789351,29.3838265,Low income,0.0,40819.0
-3.3789351,29.3838265,Low income,1.0,4532.0
-3.3795559,104.8262305,Upper middle income,1.0,4687.0
-3.3866952,36.81215,Lower middle income,0.0,459.0
-3.3933406,114.6601882,Upper middle income,1.0,830.0
-3.399462,36.7967251,Lower middle income,0.0,454.0
-3.4041967,119.3055981,Upper middle income,1.0,5732.0
-3.4081974,36.7129201,Lower middle income,1.0,4330.0
-3.40893,119.305278,Upper middle income,1.0,1213.0
-3.4139751,36.7109174,Lower middle income,0.0,8527.0
-3.4613391,114.8522135,Upper middle income,1.0,1005.0
-3.4768586,102.5183419,Upper middle income,1.0,5732.0
-3.4796156,29.9358026,Low income,1.0,16535.0
-3.6546187,128.1956754,Upper middle income,0.0,86795.0
-3.6768089,-40.3401634,Upper middle income,0.0,76788.0
-3.6780969,128.2160809,Upper middle income,1.0,8025.0
-3.6817192,128.2244393,Upper middle income,0.0,929.0
-3.6944464,-40.3443413,Upper middle income,1.0,16347.0
-3.7006708,-40.3484119,Upper middle income,1.0,22113.0
-3.70261,128.1722988,Upper middle income,1.0,8542.0
-3.7362364,-38.5312779,Upper middle income,1.0,25082.0
-3.7418917,-38.5390096,Upper middle income,0.0,245942.0
-3.7418917,-38.5390096,Upper middle income,1.0,22113.0
-3.7533643,-38.5252657,Upper middle income,1.0,44226.0
-3.7597956,102.272444,Upper middle income,0.0,55187.0
-3.7663552,119.6433303,Upper middle income,1.0,1586.0
-3.7859477,102.2635116,Upper middle income,1.0,25451.0
-3.7879583,-38.5532076,Upper middle income,0.0,133024.0
-3.7939,102.2764859,Upper middle income,1.0,4690.0
-3.7942183,102.2778511,Upper middle income,1.0,4271.0
-3.8341448,102.3277012,Upper middle income,0.0,15266.0
-3.8533467,119.8130254,Upper middle income,1.0,6953.0
-3.8707765,122.0909256,Upper middle income,1.0,6589.0
-3.9700382,122.5203949,Upper middle income,1.0,2965.0
-3.9843507,119.6520053,Upper middle income,1.0,6583.0
-3.9857073,119.6400835,Upper middle income,0.0,13781.0
-3.9869567,-79.1993367,Upper middle income,1.0,73759.0
-3.99715,104.8104,Upper middle income,1.0,5316.0
-3.9987087,122.5088363,Upper middle income,1.0,5732.0
-30.01,-51.1875,Upper middle income,1.0,41403.0
-30.0120424,-51.1791948,Upper middle income,1.0,22113.0
-30.0135909,-51.199572,Upper middle income,1.0,8742.0
-30.0263901,-51.2211984,Upper middle income,0.0,50512.0
-30.0313505,-51.2207704,Upper middle income,0.0,46056.0
-30.0332408,-51.2207273,Upper middle income,0.0,67012.0
-30.0360846,-51.2272424,Upper middle income,1.0,37406.0
-30.0471296,-51.1993797,Upper middle income,1.0,36274.0
-30.058925,-51.1730197,Upper middle income,1.0,270256.0
-30.4899535,151.6410199,High income,0.0,154031.0
-31.2666711,-61.495111,Upper middle income,1.0,9330.0
-31.3064276,-54.064346,Upper middle income,0.0,31059.0
-31.3072053,-54.1096517,Upper middle income,0.0,12570.0
-31.322187,-64.2219203,Upper middle income,1.0,12130.0
-31.3382115,-64.2567197,Upper middle income,1.0,37808.0
-31.4194196,-64.1868567,Upper middle income,1.0,65729.0
-31.433833,-64.2757463,Upper middle income,0.0,39860.0
-31.4354855,-64.1855702,Upper middle income,0.0,952823.0
-31.5372745,-68.5204732,Upper middle income,0.0,120090.0
-31.5399832,-68.5861233,Upper middle income,1.0,33117.0
-31.5883495,28.7773494,Upper middle income,0.0,30013.0
-31.6069793,-60.6710429,Upper middle income,1.0,46906.0
-31.6346034,-60.7051558,Upper middle income,0.0,309435.0
-31.7270869,-60.5144501,Upper middle income,0.0,33373.0
-31.7524902,115.7727799,High income,0.0,133658.0
-31.7701217,-52.3388587,Upper middle income,1.0,22113.0
-31.774458,-52.3412907,Upper middle income,1.0,59839.0
-31.7810978,-52.3234793,Upper middle income,0.0,11909.0
-31.9789061,115.8180721,High income,0.0,164810.0
-32.0061951,115.8944182,High income,0.0,266633.0
-32.0339961,-52.0981772,Upper middle income,1.0,27597.0
-32.0560925,115.7434254,High income,1.0,17582.0
-32.0679659,115.8352366,High income,0.0,96412.0
-32.0680354,-52.161541,Upper middle income,0.0,81909.0
-32.0755298,-60.4650631,Upper middle income,1.0,13337.0
-32.3823013,-63.2607383,Upper middle income,0.0,29260.0
-32.4815978,-58.229692,Upper middle income,1.0,12408.0
-32.4840902,-58.2312867,Upper middle income,0.0,73598.0
-32.7858616,26.84589,Upper middle income,0.0,43105.0
-32.8344479,-70.5962989,High income,1.0,31704.0
-32.880732,-68.8779859,Upper middle income,0.0,274269.0
-32.8899257,-68.8364086,Upper middle income,1.0,29005.0
-32.891745,-68.8616388,Upper middle income,1.0,38236.0
-32.8927718,151.7041775,High income,0.0,182767.0
-32.894923,-68.841673,Upper middle income,1.0,12136.0
-32.8994071,-68.8101186,Upper middle income,1.0,20247.0
-32.916904,-68.842569,Upper middle income,1.0,12156.0
-32.9444102,-60.6421611,Upper middle income,1.0,9918.0
-32.9503129,-60.6359993,Upper middle income,0.0,555546.0
-32.956477,-60.6440785,Upper middle income,1.0,12684.0
-33.0258466,-71.5638422,High income,1.0,38573.0
-33.0352386,-71.5967794,High income,1.0,92956.0
-33.0404904,-71.6253892,High income,0.0,92448.0
-33.0444448,-71.6058406,High income,1.0,111730.0
-33.0525229,151.4679585,High income,1.0,21706.0
-33.1100555,-64.3017911,Upper middle income,0.0,199389.0
-33.2921332,-66.3396195,Upper middle income,0.0,102041.0
-33.3135911,26.5163135,Upper middle income,1.0,51931.0
-33.378749,-70.52807,High income,1.0,24108.0
-33.3954765,-70.5691161,High income,1.0,30594.0
-33.3960659,-70.5823245,High income,1.0,30594.0
-33.3981683,-70.5728553,High income,1.0,91866.0
-33.4003253,-70.5056056,High income,1.0,522358.0
-33.4058074,-70.503395,High income,1.0,31342.0
-33.4183897,-70.6023817,High income,1.0,31704.0
-33.4212706,-70.6049952,High income,1.0,83450.0
-33.4275529,-70.6118204,High income,1.0,109638.0
-33.4324497,-70.6492488,High income,1.0,30585.0
-33.4332914,-70.6254741,High income,1.0,31678.0
-33.4369126,-70.6082973,High income,1.0,28323.0
-33.4373734,-70.6280573,High income,1.0,30575.0
-33.4391444,-70.6276482,High income,1.0,33890.0
-33.4414893,-70.6573987,High income,1.0,35683.0
-33.4418068,-70.6399544,High income,1.0,219469.0
-33.4443975,-70.648286,High income,1.0,29334.0
-33.4450185,-70.6617436,High income,1.0,12779.0
-33.4464681,-70.6415218,High income,1.0,37072.0
-33.447461,-70.6592204,High income,0.0,378344.0
-33.4484815,-70.6579661,High income,0.0,54913.0
-33.4485916,-70.6614123,High income,1.0,30585.0
-33.4488537,-70.6609476,High income,1.0,103613.0
-33.4489738,-70.6607805,High income,1.0,26261.0
-33.4498999,-70.6616389,High income,1.0,65093.0
-33.4506211,-70.6795902,High income,0.0,202470.0
-33.451589,-70.667288,High income,1.0,240491.0
-33.4521176,-70.6679876,High income,1.0,31651.0
-33.4529004,-70.6598179,High income,1.0,50325.0
-33.4625163,-70.5970136,High income,0.0,55400.0
-33.469475,-70.6574109,High income,1.0,26229.0
-33.4780932,-70.5369982,High income,1.0,31704.0
-33.4884091,-70.518318,High income,1.0,18722.0
-33.6680168,-65.4857535,Upper middle income,0.0,22946.0
-33.6835626,-71.216845,High income,1.0,30594.0
-33.7738237,151.1126498,High income,0.0,222842.0
-33.7845512,151.131701,High income,1.0,15414.0
-33.8041259,151.2943981,High income,1.0,11458.0
-33.8093328,151.2913645,High income,1.0,19526.0
-33.8149605,151.0087327,High income,1.0,21467.0
-33.818244,151.004689,High income,1.0,16238.0
-33.8218649,151.194708,High income,1.0,17569.0
-33.8501313,151.0581555,High income,1.0,11513.0
-33.8602455,151.2081365,High income,1.0,24572.0
-33.8669281,151.2038152,High income,1.0,57258.0
-33.8747985,151.2069074,High income,1.0,25720.0
-33.8750014,151.206987,High income,1.0,16234.0
-33.8756175,151.2093456,High income,1.0,15398.0
-33.8797743,151.2186055,High income,1.0,26493.0
-33.880681,151.205248,High income,1.0,932.0
-33.8826909,151.2168284,High income,1.0,2890.0
-33.8832376,151.2004942,High income,0.0,226794.0
-33.8885748,151.1873494,High income,0.0,407929.0
-33.894571,151.2284438,High income,1.0,23910.0
-33.896278,151.19578,High income,1.0,11513.0
-33.9161314,151.2252686,High income,1.0,25520.0
-33.917347,151.2312675,High income,0.0,366589.0
-33.9212663,18.6319675,Upper middle income,0.0,114570.0
-33.9328078,18.864447,Upper middle income,0.0,199082.0
-33.9781719,18.463519,Upper middle income,1.0,10201.0
-33.9785082,18.4634652,Upper middle income,1.0,19067.0
-34.0493035,18.8424972,Upper middle income,1.0,30292.0
-34.4053088,150.8771962,High income,0.0,156753.0
-34.4465869,-58.529389,Upper middle income,1.0,18313.0
-34.4547474,-58.8606435,Upper middle income,1.0,12201.0
-34.5210505,-58.7454128,Upper middle income,0.0,22946.0
-34.5231018,-58.7004776,Upper middle income,0.0,28784.0
-34.5480059,-58.4469439,Upper middle income,1.0,13246.0
-34.5547183,-58.4950883,Upper middle income,1.0,15726.0
-34.5639014,-58.4438185,Upper middle income,1.0,126494.0
-34.5680934,-58.4369261,Upper middle income,1.0,8702.0
-34.571259,-60.9493834,Upper middle income,0.0,27255.0
-34.5773293,-59.0889671,Upper middle income,0.0,83403.0
-34.5789316,-58.526188,Upper middle income,0.0,49109.0
-34.5809267,-58.4231687,Upper middle income,1.0,13656.0
-34.5884596,-58.3831314,Upper middle income,1.0,12931.0
-34.5906668,-58.3929117,Upper middle income,1.0,31757.0
-34.5947588,-58.3995393,Upper middle income,0.0,48612.0
-34.5982262,-58.3870614,Upper middle income,1.0,13334.0
-34.5986869,-58.3723514,Upper middle income,1.0,7691.0
-34.5997491,-58.3912518,Upper middle income,1.0,11069.0
-34.5998606,-58.3731144,Upper middle income,0.0,2823148.0
-34.6013439,-58.3915457,Upper middle income,1.0,142753.0
-34.6021779,-58.395111,Upper middle income,0.0,46217.0
-34.6045622,-58.372774,Upper middle income,0.0,588570.0
-34.6050016,-58.5630803,Upper middle income,0.0,35999.0
-34.6053651,-58.38881,Upper middle income,1.0,50114.0
-34.6055135,-58.3958925,Upper middle income,1.0,2186.0
-34.6071826,-58.4269255,Upper middle income,1.0,9915.0
-34.6083741,-58.3969758,Upper middle income,1.0,117654.0
-34.6090219,-58.378698,Upper middle income,1.0,23386.0
-34.6104213,-58.4405302,Upper middle income,1.0,13314.0
-34.6139659,-58.3794865,Upper middle income,1.0,12156.0
-34.6148157,-58.3918371,Upper middle income,1.0,10590.0
-34.6150543,-58.3657545,Upper middle income,1.0,157887.0
-34.6173786,-58.3818095,Upper middle income,1.0,123688.0
-34.6178532,-58.3707437,Upper middle income,1.0,5152.0
-34.6219228,-58.3792525,Upper middle income,1.0,84975.0
-34.6224448,-58.4463684,Upper middle income,1.0,12176.0
-34.6417149,-58.4063908,Upper middle income,1.0,12612.0
-34.6467476,-58.6201276,Upper middle income,1.0,140179.0
-34.651094,-58.7767131,Upper middle income,0.0,22946.0
-34.660772,-58.355591,Upper middle income,0.0,22946.0
-34.6649816,-58.6994123,Upper middle income,0.0,22946.0
-34.6707576,-58.5628052,Upper middle income,0.0,179376.0
-34.7065325,-58.2783994,Upper middle income,0.0,91100.0
-34.7355252,-58.3910807,Upper middle income,0.0,46190.0
-34.7747628,-58.2675846,Upper middle income,0.0,15483.0
-34.7752894,-58.4524943,Upper middle income,0.0,229683.0
-34.8785674,-56.0777719,High income,0.0,68269.0
-34.8887756,-56.1594168,High income,1.0,41249.0
-34.8888661,-56.1604412,High income,1.0,31101.0
-34.8899849,138.5589948,High income,0.0,180533.0
-34.8979585,-56.1603831,High income,1.0,21815.0
-34.9010859,-56.1764612,High income,1.0,18840.0
-34.9025957,-56.176535,High income,0.0,792424.0
-34.9038429,-56.1905816,High income,1.0,48393.0
-34.907969,-56.1815879,High income,1.0,50803.0
-34.9083063,-56.189877,High income,1.0,29189.0
-34.9092127,-54.9582902,High income,1.0,22605.0
-34.9101643,-56.1715843,High income,1.0,22628.0
-34.9118006,-54.9587207,High income,1.0,18494.0
-34.9120905,-57.9458033,Upper middle income,1.0,38741.0
-34.9127932,-56.1598451,High income,1.0,20836.0
-34.9132765,-57.9512474,Upper middle income,0.0,816577.0
-34.917075,-56.1576347,High income,1.0,23827.0
-34.920603,138.6062277,High income,0.0,184983.0
-34.9219842,138.5990746,High income,1.0,22669.0
-34.924635,-57.950559,Upper middle income,1.0,51661.0
-34.9282331,138.6039198,High income,1.0,5698.0
-34.943625,138.6279111,High income,1.0,22052.0
-35.000767,138.6111598,High income,0.0,115580.0
-35.23843,149.0842616,High income,0.0,75880.0
-35.2776999,149.118527,High income,0.0,108826.0
-35.4043014,-71.6351849,High income,0.0,46783.0
-35.4363121,-71.6211225,High income,1.0,32337.0
-36.6203554,-64.2932867,Upper middle income,0.0,53943.0
-36.6376612,-71.9966459,High income,1.0,13712.0
-36.7260004,-56.6788536,Upper middle income,1.0,12136.0
-36.7985258,-73.055918,High income,1.0,35503.0
-36.8129966,-73.0426492,High income,1.0,40946.0
-36.8214039,-73.0366104,High income,1.0,86795.0
-36.8225012,-73.0132711,High income,0.0,11220.0
-36.8294765,-73.0341825,High income,1.0,162077.0
-36.8331133,-73.0564379,High income,1.0,30594.0
-37.7218441,145.0499054,High income,0.0,214321.0
-37.7937398,144.8985171,High income,0.0,245816.0
-37.7983459,144.960974,High income,0.0,351004.0
-37.7986966,144.9759225,High income,1.0,18336.0
-37.8084139,144.9640061,High income,0.0,532513.0
-37.8091485,144.9803431,High income,1.0,10478.0
-37.81022,144.9609429,High income,1.0,343979.0
-37.8102902,144.972168,High income,1.0,25098.0
-37.8155203,145.1147375,High income,1.0,52086.0
-37.815753,144.96071,High income,1.0,5067.0
-37.8190694,144.9591985,High income,1.0,23228.0
-37.8221504,145.0389546,High income,0.0,269052.0
-37.8263223,145.132555,High income,1.0,21225.0
-37.8447752,145.0449222,High income,1.0,25151.0
-37.8760912,145.0866137,High income,1.0,22052.0
-37.9145125,145.1349971,High income,0.0,399461.0
-37.975611,145.2219328,High income,0.0,35651.0
-38.0026623,-57.5572351,Upper middle income,1.0,16975.0
-38.005743,-57.5713091,Upper middle income,0.0,179759.0
-38.14814,144.362881,High income,0.0,230986.0
-38.1890833,144.2983668,High income,1.0,19052.0
-38.701727,-62.270196,Upper middle income,0.0,149405.0
-38.7370213,-72.6004569,High income,1.0,37145.0
-38.747816,-72.616833,High income,0.0,57015.0
-38.940215,-68.0575081,Upper middle income,0.0,103478.0
-39.8061639,-73.2516591,High income,1.0,71759.0
-4.019754,121.512194,Upper middle income,0.0,20312.0
-4.0329396,-79.2025477,Upper middle income,0.0,112125.0
-4.0394958,119.6267533,Upper middle income,1.0,6167.0
-4.0431937,122.4755903,Upper middle income,0.0,1675.0
-4.120729,104.1800414,Upper middle income,1.0,1792.0
-4.1245158,104.1828202,Upper middle income,1.0,741.0
-4.1315989,-44.1205414,Upper middle income,1.0,17018.0
-4.1405705,104.1759897,Upper middle income,1.0,6583.0
